Time,main.plant_node,main.setpoint,main.out
4.570000e-02,3.214228e+00,3.300000e+00,-1.673398e-01
4.571000e-02,3.384646e+00,3.300000e+00,1.738025e-01
4.572000e-02,3.214365e+00,3.300000e+00,-1.670671e-01
4.573000e-02,3.384510e+00,3.300000e+00,1.735301e-01
4.574000e-02,3.214501e+00,3.300000e+00,-1.667949e-01
4.575000e-02,3.384374e+00,3.300000e+00,1.732581e-01
4.576000e-02,3.214637e+00,3.300000e+00,-1.665231e-01
4.577000e-02,3.384239e+00,3.300000e+00,1.729865e-01
4.578000e-02,3.214773e+00,3.300000e+00,-1.662517e-01
4.579000e-02,3.384104e+00,3.300000e+00,1.727153e-01
4.580000e-02,3.214908e+00,3.300000e+00,-1.659808e-01
4.581000e-02,3.383969e+00,3.300000e+00,1.724446e-01
4.582000e-02,3.215043e+00,3.300000e+00,-1.657103e-01
4.583000e-02,3.383834e+00,3.300000e+00,1.721743e-01
4.584000e-02,3.215179e+00,3.300000e+00,-1.654402e-01
4.585000e-02,3.383699e+00,3.300000e+00,1.719045e-01
4.586000e-02,3.215313e+00,3.300000e+00,-1.651706e-01
4.587000e-02,3.383565e+00,3.300000e+00,1.716351e-01
4.588000e-02,3.215448e+00,3.300000e+00,-1.649014e-01
4.589000e-02,3.383431e+00,3.300000e+00,1.713661e-01
4.590000e-02,3.215583e+00,3.300000e+00,-1.646326e-01
4.591000e-02,3.383297e+00,3.300000e+00,1.710975e-01
4.592000e-02,3.215717e+00,3.300000e+00,-1.643643e-01
4.593000e-02,3.383163e+00,3.300000e+00,1.708294e-01
4.594000e-02,3.215851e+00,3.300000e+00,-1.640963e-01
4.595000e-02,3.383030e+00,3.300000e+00,1.705617e-01
4.596000e-02,3.215985e+00,3.300000e+00,-1.638289e-01
4.597000e-02,3.382896e+00,3.300000e+00,1.702944e-01
4.598000e-02,3.216118e+00,3.300000e+00,-1.635618e-01
4.599000e-02,3.382763e+00,3.300000e+00,1.700276e-01
4.600000e-02,3.216252e+00,3.300000e+00,-1.632952e-01
4.601000e-02,3.382630e+00,3.300000e+00,1.697612e-01
4.602000e-02,3.216385e+00,3.300000e+00,-1.630290e-01
4.603000e-02,3.382498e+00,3.300000e+00,1.694952e-01
4.604000e-02,3.216518e+00,3.300000e+00,-1.627632e-01
4.605000e-02,3.382365e+00,3.300000e+00,1.692296e-01
4.606000e-02,3.216651e+00,3.300000e+00,-1.624978e-01
4.607000e-02,3.382233e+00,3.300000e+00,1.689645e-01
4.608000e-02,3.216783e+00,3.300000e+00,-1.622329e-01
4.609000e-02,3.382101e+00,3.300000e+00,1.686997e-01
4.610000e-02,3.216916e+00,3.300000e+00,-1.619684e-01
